12.02.2019 18:00;35812;361856;358076;359764;2,05E+12
12.02.2019 17:00;35760;358691;35760;35812;9,60E+11
12.02.2019 16:00;357325;358407;357222;35760;2,38E+12
12.02.2019 15:00;35745;35780;356575;357325;1,53E+12
12.02.2019 14:00;35777;357793;35717;35745;9,10E+11
12.02.2019 13:00;357984;35900;35750;35777;2,19E+12
12.02.2019 12:00;356802;358675;356801;357984;2,75E+12
12.02.2019 11:00;356618;35720;356469;356802;1,26E+12
12.02.2019 10:00;356667;356967;355999;356618;5187084252
12.02.2019 09:00;356537;356966;356039;356667;8,35E+11
12.02.2019 08:00;357685;357799;356233;356537;8,66E+11
12.02.2019 07:00;357716;357845;357281;357685;10010376907
12.02.2019 06:00;357924;35796;35728;357716;1,49E+12
12.02.2019 05:00;357839;358334;357644;357924;11165780251
12.02.2019 04:00;357357;358121;357306;357839;44927811283
12.02.2019 03:00;356851;357411;356787;357357;1,82E+11
12.02.2019 02:00;356948;35720;356245;356851;3,46E+11
12.02.2019 01:00;356833;357557;356254;356948;1,56E+11
12.02.2019 00:00;358858;359091;35501;356833;1,68E+12
11.02.2019 23:00;359801;359801;358675;358858;4,56E+11
11.02.2019 22:00;35880;359936;358731;359801;6,50E+11
11.02.2019 21:00;359899;359985;35880;35880;2,44E+12
11.02.2019 20:00;360128;360516;359479;359899;8,48E+11
11.02.2019 19:00;359699;360639;359502;360128;8,78E+11
11.02.2019 18:00;35926;359699;35897;359699;1,02E+12
11.02.2019 17:00;35860;359679;35860;35926;1,13E+12
11.02.2019 16:00;359969;36003;357801;35860;1,37E+11
11.02.2019 15:00;360634;360634;359091;359969;1,40E+12
11.02.2019 14:00;359858;36096;359513;360634;3,38E+12
11.02.2019 13:00;359313;360984;359052;359858;3,46E+11
11.02.2019 12:00;358599;359695;358054;359313;2,82E+11
11.02.2019 11:00;358886;358886;358286;358599;1,21E+12
11.02.2019 10:00;359325;360134;358187;358886;1,71E+12
11.02.2019 09:00;358806;359622;358703;359325;2,52E+12
11.02.2019 08:00;35962;359621;358806;358806;1,28E+12
11.02.2019 07:00;359401;35968;35927;35962;8034284958
11.02.2019 06:00;35890;359401;358749;359401;2751733608
11.02.2019 05:00;359565;359565;35871;35890;12210776078
11.02.2019 04:00;359448;359579;358503;359565;3,89E+11
11.02.2019 03:00;359858;359871;359443;359448;2,93E+11
11.02.2019 02:00;36010;360743;359858;359858;46420424097
11.02.2019 01:00;361033;361033;359634;36010;53167253914
11.02.2019 00:00;364721;364999;358878;361033;3,03E+12
10.02.2019 23:00;362038;365504;361824;364721;1,70E+12
10.02.2019 22:00;360554;362664;360554;362038;5112552405
10.02.2019 21:00;360316;360681;360207;360554;1,33E+11
10.02.2019 20:00;360551;360689;36007;360316;1,30E+11
10.02.2019 19:00;360659;36103;360319;360551;1,41E+11
10.02.2019 18:00;360501;361322;360415;360659;974748392
10.02.2019 17:00;361169;361207;36050;360501;3,74E+11
10.02.2019 16:00;35960;361959;35942;361169;9,69E+11
10.02.2019 15:00;35863;35960;35855;35960;4,17E+11
10.02.2019 14:00;360062;360062;358505;35863;5,72E+11
10.02.2019 13:00;359373;360062;359214;360062;6,68E+11
10.02.2019 12:00;360399;36040;359311;359373;4,94E+11
10.02.2019 11:00;361032;361032;360221;360399;20824508947
10.02.2019 10:00;360244;361205;360244;361032;432790619
10.02.2019 09:00;360419;36058;360059;360244;3,16E+11
