,,timestamp,Open,High,Low,Close,Volume,ema,sma,bb_high_indicator,bb_low_indicator
1618617600000.0,2021-04-17 00:00:00,61740.04,61114.14,61439.99,2750.437848,168858952.8150084,93812.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618614000000.0,2021-04-16 23:00:00,61663.75,61333.0,61334.8,2094.652202,128838131.0694194,69685.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618610400000.0,2021-04-16 22:00:00,61979.32,61522.46,61547.33,2040.098696,125961944.56865595,91368.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618606800000.0,2021-04-16 21:00:00,62087.98,61720.01,61727.45,1857.257354,115039133.58502086,77925.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618603200000.0,2021-04-16 20:00:00,62000.0,61625.02,61914.7,2395.100497,148057103.36358577,84867.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618599600000.0,2021-04-16 19:00:00,61877.0,61374.6,61713.43,2297.008779,141580301.37077886,85435.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618596000000.0,2021-04-16 18:00:00,61823.74,61105.0,61817.56,2369.505443,145575396.9664382,89493.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618592400000.0,2021-04-16 17:00:00,61848.94,61555.0,61572.03,2701.209617,166734292.67770943,110995.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618588800000.0,2021-04-16 16:00:00,61800.39,61139.9,61722.39,5361.912921,329629599.4567244,148750.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,1.0,0.0
1618585200000.0,2021-04-16 15:00:00,61627.0,61093.98,61551.62,3483.192984,213678669.6033144,126366.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618581600000.0,2021-04-16 14:00:00,61460.35,60519.99,61256.63,5610.384857,342913401.8763664,146342.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,1.0,0.0
1618578000000.0,2021-04-16 13:00:00,61173.22,60250.0,60546.68,6787.971502,412886410.0929176,151963.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,1.0,0.0
1618574400000.0,2021-04-16 12:00:00,61011.22,60523.63,60716.32,4603.038648,279625136.4561181,104721.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618570800000.0,2021-04-16 11:00:00,60880.0,60000.0,60853.81,5641.587599,341103043.5443001,154558.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618567200000.0,2021-04-16 10:00:00,60969.5,60240.0,60247.54,4291.517046,260130208.22424448,134794.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618563600000.0,2021-04-16 09:00:00,61264.46,60400.0,60643.79,5366.020212,326081214.48803014,139226.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618560000000.0,2021-04-16 08:00:00,61607.83,61122.0,61191.91,2901.917131,178150708.10091153,86521.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618556400000.0,2021-04-16 07:00:00,61637.96,61025.0,61414.83,3183.223378,195315861.43103045,96553.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618552800000.0,2021-04-16 06:00:00,61804.04,61057.5,61455.69,5328.528357,326865736.2451399,127032.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618549200000.0,2021-04-16 05:00:00,62187.64,61415.4,61799.59,4942.37151,305664758.6793319,131763.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618545600000.0,2021-04-16 04:00:00,62961.81,61500.0,61658.05,5323.833118,331435384.75231445,135315.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618542000000.0,2021-04-16 03:00:00,63200.0,62716.8,62937.91,2834.114157,178498754.4386259,76587.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618538400000.0,2021-04-16 02:00:00,63211.7,62727.62,62830.43,3324.602377,209402246.74368665,87532.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618534800000.0,2021-04-16 01:00:00,63472.41,62684.01,63015.01,4018.264148,253620894.58808607,98656.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618531200000.0,2021-04-16 00:00:00,63520.61,63035.71,63360.0,3006.827351,190504337.2927424,83493.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618527600000.0,2021-04-15 23:00:00,63339.99,62963.78,63159.98,1659.52769,104819566.5192142,61042.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618524000000.0,2021-04-15 22:00:00,63518.22,63179.2,63252.27,2054.258481,130107240.8424152,77169.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618520400000.0,2021-04-15 21:00:00,63800.0,63226.72,63369.5,2038.260233,129312102.44767033,91003.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618516800000.0,2021-04-15 20:00:00,63592.24,63181.37,63350.89,3047.729738,193222991.8964885,119185.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618513200000.0,2021-04-15 19:00:00,63573.02,62726.02,63363.29,4049.453314,255772696.91081375,141226.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618509600000.0,2021-04-15 18:00:00,62840.36,62500.41,62733.84,1710.743636,107189378.49018767,78945.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618506000000.0,2021-04-15 17:00:00,62717.82,62308.0,62581.43,1712.234047,107012915.99391216,65433.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618502400000.0,2021-04-15 16:00:00,62980.0,62470.37,62665.57,2618.726894,164296913.1350034,97884.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618498800000.0,2021-04-15 15:00:00,62763.24,62384.79,62715.18,2173.69562,136049784.3231023,86947.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618495200000.0,2021-04-15 14:00:00,62993.53,62544.78,62627.28,2186.567976,137248900.38782537,90594.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618491600000.0,2021-04-15 13:00:00,63074.05,62604.12,62918.66,2405.383364,151220649.03681427,95087.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618488000000.0,2021-04-15 12:00:00,62737.76,62347.36,62635.71,1747.192166,109353392.14630386,75958.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618484400000.0,2021-04-15 11:00:00,62480.35,62020.0,62361.12,2191.041044,136458568.7492531,81663.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618480800000.0,2021-04-15 10:00:00,62732.78,62151.0,62154.24,2207.530719,137846024.55202213,80013.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618477200000.0,2021-04-15 09:00:00,62829.36,62492.46,62615.42,1958.746693,122736128.2988189,68711.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618473600000.0,2021-04-15 08:00:00,63137.92,62501.14,62615.33,2158.775618,135493449.7887407,81969.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618470000000.0,2021-04-15 07:00:00,63200.0,62751.36,62842.56,1956.631009,123169395.96653035,75431.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618466400000.0,2021-04-15 06:00:00,63299.0,62721.16,62936.19,1782.41775,112363753.21564132,69188.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618462800000.0,2021-04-15 05:00:00,63288.87,62706.4,63109.5,1667.496606,104959742.93742628,63394.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618459200000.0,2021-04-15 04:00:00,63460.22,62892.49,62950.08,1920.973428,121437791.66514803,62305.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618455600000.0,2021-04-15 03:00:00,63243.64,62660.01,63056.61,1956.330202,123274545.33110088,59818.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618452000000.0,2021-04-15 02:00:00,63075.0,62333.55,62821.63,1935.99892,121351576.6829358,62678.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618448400000.0,2021-04-15 01:00:00,63171.87,62610.49,62660.02,1976.245139,124265179.68492047,59244.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618444800000.0,2021-04-15 00:00:00,63491.45,62705.0,62705.01,2533.740053,159969049.290893,93141.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618441200000.0,2021-04-14 23:00:00,63062.38,62580.37,62959.53,1869.15267,117492375.6977049,91521.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618437600000.0,2021-04-14 22:00:00,63048.82,62550.0,62842.13,1932.972332,121381080.71601516,89775.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618434000000.0,2021-04-14 21:00:00,62838.18,62363.5,62773.65,2128.235856,133289927.87312436,88464.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618430400000.0,2021-04-14 20:00:00,62479.08,61873.51,62397.39,1987.51545,123563757.37490332,68090.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618426800000.0,2021-04-14 19:00:00,62496.45,61301.0,62150.04,4727.102401,292306892.5660271,119021.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,1.0,0.0
1618423200000.0,2021-04-14 18:00:00,62697.53,61568.0,62119.26,5025.114605,312476421.818009,130017.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,1.0,0.0
1618419600000.0,2021-04-14 17:00:00,63764.62,62231.49,62250.14,3905.678478,245911612.92308804,101499.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618416000000.0,2021-04-14 16:00:00,63680.0,62800.0,63484.79,3756.47563,237720872.24513173,121234.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618412400000.0,2021-04-14 15:00:00,63383.0,62345.67,63045.02,4378.384772,275520807.38511586,139280.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618408800000.0,2021-04-14 14:00:00,63782.09,62550.0,62996.12,5974.141695,377360664.5335878,194489.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,1.0,0.0
1618405200000.0,2021-04-14 13:00:00,64466.66,63597.23,63772.67,3584.128345,229517940.47056812,98176.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
1618401600000.0,2021-04-14 12:00:00,64640.58,63631.58,63871.42,3852.323304,247196695.44698387,98763.0,<ta.trend.EMAIndicator object at 0x000002BD41B27370>,<ta.trend.SMAIndicator object at 0x000002BD5983D790>,0.0,0.0
